ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2020,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
64,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",498,Republic of Moldova,4,151,Eastern Europe,Country,28.4650624,47.20236795,MDA,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2000,2000,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article100",,E: Estimated data
65,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",499,Montenegro,4,39,Southern Europe,Country,19.25214024,42.78717043,MNE,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2005,2005,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article83",,E: Estimated data
66,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",50,Bangladesh,4,34,Southern Asia,Country,89.17660788,22.86961622,BGD,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2008,2008,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article29",,E: Estimated data
67,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",504,Morocco,4,15,Northern Africa,Country,-6.281942841,31.8440131,MAR,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2018,2018,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article83",,E: Estimated data
68,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",508,Mozambique,5,14,Eastern Africa,Country,38.18479941,-14.27963886,MOZ,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2014,2014,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article84",,E: Estimated data
69,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",51,Armenia,4,145,Western Asia,Country,44.93839317,40.29499741,ARM,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2003,2003,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article24",,E: Estimated data
70,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",524,Nepal,4,34,Southern Asia,Country,83.94678863,28.25866332,NPL,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2007,2007,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article85",,E: Estimated data
71,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1978,1978,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article86",,E: Estimated data
72,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",548,Vanuatu,4,54,Melanesia,Country,167.0679779,-15.34445547,VUT,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2016,2016,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article108",,E: Estimated data
73,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",554,New Zealand,4,53,Australia and New Zealand,Country,170.4755673,-43.98721568,NZL,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1982,1982,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article87",,E: Estimated data
74,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",558,Nicaragua,5,13,Central America,Country,-85.03060315,12.84210839,NIC,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2007,2007,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article88",,E: Estimated data
75,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",56,Belgium,4,155,Western Europe,Country,4.660976456,50.64104975,BEL,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1994,1994,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article30",,E: Estimated data
76,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",562,Niger,5,11,Western Africa,Country,9.400167877,17.42143036,NER,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2011,2011,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article89",,E: Estimated data
77,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",566,Nigeria,5,11,Western Africa,Country,8.097363256,9.585789025,NGA,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2011,2011,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article90",,E: Estimated data
78,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",578,Norway,4,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1970,1970,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article91",,E: Estimated data
79,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",585,Palau,4,57,Micronesia,Country,134.5733878,7.502307591,PLW,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2014,2014,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article93",,E: Estimated data
80,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",586,Pakistan,4,34,Southern Asia,Country,68.80479684,29.36491634,PAK,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2002,2002,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article92",,E: Estimated data
81,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",591,Panama,5,13,Central America,Country,-81.26616623,8.450965746,PAN,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2002,2002,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article93",,E: Estimated data
82,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",600,Paraguay,5,5,South America,Country,-60.54854225,-21.70216237,PRY,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2014,2014,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article94",,E: Estimated data
83,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",604,Peru,5,5,South America,Country,-71.82093277,-13.58939705,PER,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2003,2003,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article95",,E: Estimated data
84,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",608,Philippines,4,35,South-Eastern Asia,Country,120.8601418,14.16591706,PHL,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2016,2016,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article96",,E: Estimated data
85,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",616,Poland,4,151,Eastern Europe,Country,19.40660158,52.1226733,POL,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2001,2001,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article97",,E: Estimated data
86,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",620,Portugal,4,39,Southern Europe,Country,-7.961599811,39.68509315,PRT,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1993,1993,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article98",,E: Estimated data
87,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",626,Timor-Leste,4,35,South-Eastern Asia,Country,125.9451052,-8.797497247,TLS,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2016,2016,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article119",,E: Estimated data
88,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",642,Romania,4,151,Eastern Europe,Country,24.98481009,45.83893563,ROU,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2001,2001,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article101",,E: Estimated data
89,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",643,Russian Federation,4,151,Eastern Europe,Country,99.01404926,61.61899849,RUS,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2009,2009,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article102",,E: Estimated data
90,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",646,Rwanda,5,14,Eastern Africa,Country,29.92310194,-1.999842114,RWA,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2013,2013,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article103",,E: Estimated data
91,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",659,Saint Kitts and Nevis,5,29,Caribbean,Country,-62.76628613,17.33994219,KNA,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2018,2018,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article104",,E: Estimated data
92,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",670,Saint Vincent and the Grenadines,5,29,Caribbean,Country,-61.19024321,13.24627968,VCT,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2003,2003,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article104",,E: Estimated data
93,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",674,San Marino,4,39,Southern Europe,Country,12.46329038,43.93841766,SMR,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2011,2011,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article105",,E: Estimated data
94,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",68,Bolivia (Plurinational State of),5,5,South America,Country,-64.66224284,-16.71273412,BOL,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2005,2005,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article32",,E: Estimated data
