Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Nature,Observation Status,Reporting Type,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),654,Saint Helena,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),659,Saint Kitts and Nevis,2015,50.8,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),660,Anguilla,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),662,Saint Lucia,2015,14.3,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),663,Saint Martin (French Part),2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),666,Saint Pierre and Miquelon,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),670,Saint Vincent and the Grenadines,2015,7.9,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),674,San Marino,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),678,Sao Tome and Principe,2015,0.7,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),682,Saudi Arabia,2015,948.9,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),686,Senegal,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),688,Serbia,2015,5.3,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),690,Seychelles,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),694,Sierra Leone,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),702,Singapore,2015,80.8,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),703,Slovakia,2015,2.4,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),704,Viet Nam,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),705,Slovenia,2015,6.1,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),706,Somalia,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),710,South Africa,2015,59.8,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),716,Zimbabwe,2015,31.9,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),724,Spain,2015,43.0,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),728,South Sudan,2015,4.2,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),729,Sudan,2015,118.6,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),732,Western Sahara,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),740,Suriname,2015,3.951,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),744,Svalbard and Jan Mayen Islands,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),748,Eswatini,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),752,Sweden,2015,3.4,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),756,Switzerland,2015,7.6,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),760,Syrian Arab Republic,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),762,Tajikistan,2015,68.7,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),764,Thailand,2015,23.0,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),768,Togo,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),772,Tokelau,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),776,Tonga,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),780,Trinidad and Tobago,2015,20.3,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),784,United Arab Emirates,2015,1734.8,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),788,Tunisia,2015,107.9,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),792,Turkey,2015,39.9,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),795,Turkmenistan,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),796,Turks and Caicos Islands,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),798,Tuvalu,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),800,Uganda,2015,5.8,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),804,Ukraine,2015,11.8,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),807,North Macedonia,2015,12.8,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),818,Egypt,2015,120.0,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),826,United Kingdom of Great Britain and Northern Ireland,2015,13.9,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),831,Guernsey,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),832,Jersey,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),833,Isle of Man,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),834,United Republic of Tanzania,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),840,United States of America,2015,28.2,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),850,United States Virgin Islands,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),854,Burkina Faso,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),858,Uruguay,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),860,Uzbekistan,2015,158.1,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),862,Venezuela (Bolivarian Republic of),2015,7.54,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),876,Wallis and Futuna Islands,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),882,Samoa,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),887,Yemen,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),894,Zambia,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
