Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Location,Nature,Reporting Type,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",222,El Salvador,URBAN,E,G,PERCENT,3.08578,3.08578,3.08578,2.86491,2.64405,2.42319,2.20232,1.98146,1.7606,1.53973,1.31887,1.09801,0.87715,0.65628,0.43542,0.21456,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",226,Equatorial Guinea,ALLAREA,E,G,PERCENT,10.6799,10.01383,9.35839,8.71392,8.08038,7.45811,6.84682,6.24655,5.65714,5.07856,4.51049,3.9527,3.40491,2.87691,2.87106,2.86526,2.85959,2.85407,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",226,Equatorial Guinea,RURAL,E,G,PERCENT,13.17037,12.4367,11.70303,10.96936,10.23569,9.50202,8.76835,8.03468,7.30101,6.56734,5.83367,5.1,4.36633,3.63266,3.63266,3.63266,3.63266,3.63266,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",226,Equatorial Guinea,URBAN,E,G,PERCENT,8.09731,7.67028,7.24325,6.81623,6.3892,5.96217,5.53514,5.10811,4.68108,4.25406,3.82703,3.4,2.97297,2.54594,2.54594,2.54594,2.54594,2.54594,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",232,Eritrea,ALLAREA,E,G,PERCENT,82.72894,81.49133,80.24563,78.99247,77.73193,76.46519,75.19118,73.91166,72.625,71.56417,70.502,69.43795,68.37261,68.03421,67.69357,67.35015,67.00395,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",232,Eritrea,RURAL,E,G,PERCENT,97.95,97.175,96.4,95.625,94.85,94.075,93.3,92.525,91.75,90.975,90.2,89.425,88.65,88.65,88.65,88.65,88.65,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",232,Eritrea,URBAN,E,G,PERCENT,40.7,40.05,39.4,38.75,38.1,37.45,36.8,36.15,35.5,34.85,34.2,33.55,32.9,32.9,32.9,32.9,32.9,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",233,Estonia,ALLAREA,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",233,Estonia,RURAL,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",233,Estonia,URBAN,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",748,Eswatini,ALLAREA,E,G,PERCENT,23.4462,22.4598,21.47005,20.477,19.48113,18.48176,17.47936,16.465,15.39571,14.33135,13.27196,12.21743,11.17741,10.1408,9.10772,8.07809,7.05136,7.0374,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",748,Eswatini,RURAL,E,G,PERCENT,29.63854,28.35012,27.0617,25.77328,24.48486,23.19644,21.90802,20.6196,19.33118,18.04277,16.75435,15.46593,14.17751,12.88909,11.60067,10.31225,9.02383,9.02383,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",748,Eswatini,URBAN,E,G,PERCENT,2.3427,2.23476,2.12682,2.01888,1.91094,1.803,1.69506,1.58712,1.47918,1.37124,1.2633,1.15536,1.04742,0.93948,0.83154,0.7236,0.61566,0.61566,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",231,Ethiopia,ALLAREA,E,G,PERCENT,79.05292,75.67,72.29439,68.92816,65.5708,62.22251,58.88291,55.54509,52.13875,48.75038,45.37927,42.02684,38.69298,35.38445,32.09518,28.82608,25.57742,22.35029,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",231,Ethiopia,RURAL,E,G,PERCENT,88.77183,85.12342,81.475,77.82659,74.17817,70.52976,66.88134,63.23293,59.58452,55.9361,52.28769,48.63927,44.99086,41.34244,37.69403,34.04561,30.3972,26.74878,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",231,Ethiopia,URBAN,E,G,PERCENT,22.83621,21.79243,20.74865,19.70488,18.6611,17.61732,16.57355,15.52977,14.48599,13.44222,12.39844,11.35466,10.31089,9.26711,8.22333,7.17955,6.13578,5.092,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",238,Falkland Islands (Malvinas),ALLAREA,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",238,Falkland Islands (Malvinas),RURAL,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",238,Falkland Islands (Malvinas),URBAN,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",234,Faroe Islands,ALLAREA,E,G,PERCENT,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",242,Fiji,ALLAREA,E,G,PERCENT,0.62897,0.62486,0.62075,0.58008,0.53997,0.50046,0.46152,0.42316,0.3848,0.34703,0.31,0.27374,0.23823,0.20348,0.16948,0.08457,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",242,Fiji,RURAL,E,G,PERCENT,1.1313,1.1313,1.1313,1.05864,0.98599,0.91334,0.84068,0.76803,0.69538,0.62272,0.55007,0.47742,0.40476,0.33211,0.25946,0.1868,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",242,Fiji,URBAN,E,G,PERCENT,0.08277,0.08277,0.08277,0.08366,0.08456,0.08545,0.08634,0.08724,0.08813,0.08902,0.08992,0.09081,0.0917,0.0926,0.09349,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",246,Finland,ALLAREA,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",246,Finland,RURAL,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",246,Finland,URBAN,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",250,France,ALLAREA,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",250,France,RURAL,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",250,France,URBAN,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",254,French Guiana,ALLAREA,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",258,French Polynesia,ALLAREA,E,G,PERCENT,1.51633,1.51633,1.51633,1.51633,1.51633,1.51633,1.51633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",266,Gabon,ALLAREA,E,G,PERCENT,1.71397,1.81219,1.90805,2.00165,2.0931,2.18254,2.27003,2.3557,2.43959,2.5219,2.60264,2.68194,2.75984,2.83653,2.9124,2.98762,2.96986,2.95306,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",266,Gabon,RURAL,E,G,PERCENT,2.77605,3.02684,3.27763,3.52841,3.7792,4.02999,4.28077,4.53156,4.78235,5.03314,5.28392,5.53471,5.7855,6.03628,6.28707,6.53786,6.53786,6.53786,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",266,Gabon,URBAN,E,G,PERCENT,1.42958,1.50154,1.57349,1.64545,1.7174,1.78935,1.86131,1.93326,2.00522,2.07717,2.14913,2.22108,2.29304,2.36499,2.43695,2.5089,2.5089,2.5089,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",270,Gambia,ALLAREA,E,G,PERCENT,5.72439,5.36426,5.01082,4.66675,4.3387,4.01618,3.69918,3.38767,3.0816,2.78117,2.48619,2.19673,1.91269,1.63424,1.36132,1.11433,1.09547,1.07686,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",270,Gambia,RURAL,E,G,PERCENT,9.72265,9.25668,8.79071,8.32473,7.85876,7.39279,6.92682,6.46085,5.99487,5.5289,5.06293,4.59696,4.13098,3.66501,3.19904,2.73307,2.73307,2.73307,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",270,Gambia,URBAN,E,G,PERCENT,1.36996,1.27633,1.1827,1.08907,0.99544,0.90181,0.80818,0.71455,0.62092,0.52729,0.43366,0.34003,0.2464,0.15277,0.05914,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",268,Georgia,ALLAREA,E,G,PERCENT,1.37904,1.3893,1.23382,1.07076,0.91024,0.75226,0.59679,0.44383,0.29338,0.14544,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",268,Georgia,RURAL,E,G,PERCENT,2.9117,2.91857,2.59429,2.27,1.94571,1.62143,1.29714,0.97286,0.64857,0.32429,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",268,Georgia,URBAN,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",276,Germany,ALLAREA,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",276,Germany,RURAL,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",276,Germany,URBAN,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",288,Ghana,ALLAREA,E,G,PERCENT,21.85792,21.63804,21.41731,21.19574,20.9731,20.75031,20.52668,20.30244,20.07758,19.85282,19.62721,19.40145,19.17579,18.9507,18.72618,18.50223,18.27887,18.05632,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",288,Ghana,RURAL,E,G,PERCENT,32.08705,32.03602,31.98498,31.93395,31.88292,31.83189,31.78086,31.72983,31.6788,31.62777,31.57673,31.5257,31.47467,31.42364,31.37261,31.32158,31.27055,31.21951,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",288,Ghana,URBAN,E,G,PERCENT,8.80146,8.72268,8.64391,8.56513,8.48635,8.40757,8.3288,8.25002,8.17124,8.09246,8.01369,7.93491,7.85613,7.77735,7.69858,7.6198,7.54102,7.46224,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",292,Gibraltar,ALLAREA,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",292,Gibraltar,URBAN,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",300,Greece,ALLAREA,E,G,PERCENT,1.12315,1.11775,1.10707,1.09571,1.08288,0.79045,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",300,Greece,RURAL,E,G,PERCENT,3.11486,3.11486,3.11486,3.11188,3.10291,3.09399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",300,Greece,URBAN,E,G,PERCENT,0.37583,0.37583,0.37583,0.37583,0.37583,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",304,Greenland,ALLAREA,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",304,Greenland,RURAL,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",304,Greenland,URBAN,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",308,Grenada,ALLAREA,E,G,PERCENT,1.87306,2.00137,2.12968,2.25799,2.3863,2.51461,2.64292,2.77123,2.89954,3.02785,3.15616,3.28447,3.41279,3.5411,3.5411,3.5411,3.5411,3.5411,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",312,Guadeloupe,ALLAREA,E,G,PERCENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",316,Guam,ALLAREA,E,G,PERCENT,0,0.0611,0.1222,0.1833,0.2444,0.3055,0.3666,0.4277,0.4888,0.5499,0.611,0.6721,0.7332,0.7332,0.7332,0.7332,0.7332,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",320,Guatemala,ALLAREA,E,G,PERCENT,14.06137,13.47344,12.88971,12.31432,11.74539,11.18047,10.61942,10.06207,9.50847,8.959,8.41314,7.87128,7.33319,6.79776,6.26525,5.7357,5.20963,4.68712,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",320,Guatemala,RURAL,E,G,PERCENT,22.44791,21.6257,20.80348,19.98126,19.15905,18.33683,17.51461,16.6924,15.87018,15.04796,14.22575,13.40353,12.58131,11.7591,10.93688,10.11466,9.29245,8.47023,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",320,Guatemala,URBAN,E,G,PERCENT,3.94763,3.77457,3.6015,3.42844,3.25537,3.0823,2.90924,2.73617,2.56311,2.39004,2.21698,2.04391,1.87085,1.69778,1.52472,1.35165,1.17858,1.00552,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",324,Guinea,ALLAREA,E,G,PERCENT,27.54052,26.72417,25.91291,25.10641,24.30508,23.50894,22.71771,21.93175,21.15108,20.37575,19.6055,18.84067,18.08127,17.32734,16.5789,15.83308,15.09027,14.35089,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",324,Guinea,RURAL,E,G,PERCENT,39.05762,38.03604,37.01447,35.9929,34.97133,33.94976,32.92819,31.90662,30.88505,29.86347,28.8419,27.82033,26.79876,25.77719,24.75562,23.73405,22.71248,21.6909,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",324,Guinea,URBAN,E,G,PERCENT,1.74802,1.71485,1.68167,1.6485,1.61533,1.58215,1.54898,1.51581,1.48263,1.44946,1.41629,1.38311,1.34994,1.31677,1.28359,1.25042,1.21724,1.18407,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",624,Guinea-Bissau,ALLAREA,E,G,PERCENT,36.16267,34.8811,33.60958,32.3492,31.09953,29.86153,28.63396,27.41776,26.21258,25.01926,23.83637,22.66478,21.50424,20.35522,19.2175,18.09121,16.97678,16.86714,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",624,Guinea-Bissau,RURAL,E,G,PERCENT,54.60161,52.95748,51.31335,49.66923,48.0251,46.38097,44.73684,43.09271,41.44859,39.80446,38.16033,36.5162,34.87207,33.22794,31.58382,29.93969,28.29556,28.29556,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",624,Guinea-Bissau,URBAN,E,G,PERCENT,3.72575,3.59813,3.4705,3.34288,3.21526,3.08764,2.96002,2.83239,2.70477,2.57715,2.44953,2.3219,2.19428,2.06666,1.93904,1.81141,1.68379,1.68379,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",328,Guyana,ALLAREA,E,G,PERCENT,1.30791,1.26203,1.21617,1.17135,1.12684,1.08236,1.03791,0.99348,0.94908,0.9047,0.86035,0.81603,0.76961,0.72319,0.67844,0.6456,0.61267,0.61221,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",328,Guyana,RURAL,E,G,PERCENT,1.54224,1.49793,1.45363,1.40933,1.36502,1.32072,1.27641,1.23211,1.1878,1.1435,1.09919,1.05489,1.01058,0.96628,0.92197,0.87767,0.83336,0.83336,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",328,Guyana,URBAN,E,G,PERCENT,0.72559,0.67328,0.62096,0.56865,0.51633,0.46402,0.4117,0.35939,0.30707,0.25476,0.20244,0.15013,0.09781,0.0455,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",332,Haiti,ALLAREA,E,G,PERCENT,37.06716,35.66333,34.27817,32.91534,31.84075,30.81366,29.80252,28.80857,27.83091,26.87206,25.93073,25.00765,24.10289,23.21767,22.35109,21.50371,20.67893,19.87759,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",332,Haiti,RURAL,E,G,PERCENT,51.88325,50.8081,49.73294,48.65779,47.58263,46.50747,45.43232,44.35716,43.28201,42.20685,41.1317,40.05654,38.98138,37.90623,36.83107,35.75592,34.68076,33.60561,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",332,Haiti,URBAN,E,G,PERCENT,10.26502,10.15209,10.03916,9.92623,9.8133,9.70037,9.58744,9.47451,9.36158,9.24864,9.13571,9.02278,8.90985,8.79692,8.68399,8.57106,8.45813,8.3452,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",340,Honduras,ALLAREA,E,G,PERCENT,19.85732,18.96018,18.03691,17.12608,16.23006,15.35014,14.48536,13.63621,12.80249,11.98481,11.18255,10.39626,9.6254,8.87057,8.13128,7.40812,6.7007,6.009,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",340,Honduras,RURAL,E,G,PERCENT,33.31175,32.02007,30.72838,29.43669,28.14501,26.85332,25.56163,24.26995,22.97826,21.68657,20.39489,19.1032,17.81152,16.51983,15.22814,13.93646,12.64477,11.35308,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",340,Honduras,URBAN,E,G,PERCENT,3.71425,3.60678,3.49932,3.39185,3.28438,3.17692,3.06945,2.96199,2.85452,2.74706,2.63959,2.53212,2.42466,2.31719,2.20973,2.10226,1.9948,1.88733,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",348,Hungary,ALLAREA,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",348,Hungary,RURAL,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",348,Hungary,URBAN,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",352,Iceland,ALLAREA,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",352,Iceland,RURAL,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",352,Iceland,URBAN,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",356,India,ALLAREA,E,G,PERCENT,72.6276,69.82474,66.98652,64.15936,61.3428,58.5381,55.74479,52.96247,50.19132,47.43244,44.68544,41.95,39.2226,36.5043,33.79536,31.09645,28.40824,25.73109,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",356,India,RURAL,E,G,PERCENT,90.17486,87.00844,83.84202,80.6756,77.50918,74.34276,71.17634,68.00992,64.8435,61.67708,58.51067,55.34425,52.17783,49.01141,45.84499,42.67857,39.51215,36.34573,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",356,India,URBAN,E,G,PERCENT,26.75178,25.45782,24.16387,22.86991,21.57596,20.282,18.98805,17.69409,16.40014,15.10619,13.81223,12.51828,11.22432,9.93037,8.63641,7.34246,6.0485,4.75455,,,,,,,,,,,,,,,,,,,,,,,
